basin,site,ID,sample_id,country,river,basin_name,basin_id,latitude,longitude,year,month,abundance,taxon_richness,biological_richness,ecological_richness,taxonomic_hill1,biological_hill1,ecological_hill1,eqr_site
FR03,100000028,100000028_2011,100000028_08.07.2011,france,VAIR,Meuse,410,48.40248554,5.733337764,2011,7,3.904882514,50,0.761788686,0.660913192,0.593531671,0.356735377,0.282717068,1.1875
FR03,100000028,100000028_2012,100000028_16.08.2012,france,VAIR,Meuse,410,48.40248554,5.733337764,2012,8,4.282918099,32,0.641705841,0.573405421,0.519576233,0.255289993,0.220575809,0.9375
FR03,100000028,100000028_2013,100000028_18.07.2013,france,VAIR,Meuse,410,48.40248554,5.733337764,2013,7,3.443162961,31,0.468355013,0.386421079,0.420609424,0.184908315,0.149592203,0.875
FR03,100000029,100000029_2009,100000029_07.08.2009,france,MEHOLLE,Meuse,410,48.66449129,5.611098085,2009,8,3.956382028,38,0.645500482,0.561106191,0.523804955,0.243456174,0.223978009,1.2
FR03,100000029,100000029_2010,100000029_15.07.2010,france,MEHOLLE,Meuse,410,48.66449129,5.611098085,2010,7,3.932013257,40,0.834164081,0.565884337,0.530203679,0.252424592,0.240035938,1.2
FR03,100000029,100000029_2011,100000029_03.08.2011,france,MEHOLLE,Meuse,410,48.66449129,5.611098085,2011,8,3.372477724,46,0.682335497,0.720551036,0.500722298,0.247070073,0.246990855,1.266666667
FR03,100000029,100000029_2012,100000029_06.08.2012,france,MEHOLLE,Meuse,410,48.66449129,5.611098085,2012,8,4.234094531,36,0.734049367,0.553632962,0.529584486,0.252094306,0.229482268,1.133333333
FR03,100000029,100000029_2013,100000029_18.07.2013,france,MEHOLLE,Meuse,410,48.66449129,5.611098085,2013,7,3.627895627,26,0.595151378,0.512934013,0.37287602,0.149335488,0.15868649,0.866666667
FR03,100000030,100000030_2009,100000030_11.08.2009,france,PIENNES,Meuse,410,49.38094467,5.746197961,2009,8,4.31498656,39,0.722532751,0.500214802,0.56183872,0.312969076,0.276951354,1.133333333
FR03,100000030,100000030_2010,100000030_27.07.2010,france,PIENNES,Meuse,410,49.38094467,5.746197961,2010,7,4.194478172,34,0.712140703,0.504110956,0.505601833,0.270319247,0.270361547,1.133333333
FR03,100000030,100000030_2011,100000030_08.08.2011,france,PIENNES,Meuse,410,49.38094467,5.746197961,2011,8,4.467600288,36,0.78786056,0.645054781,0.576489664,0.323776249,0.324923863,1.133333333
FR03,100000030,100000030_2012,100000030_07.08.2012,france,PIENNES,Meuse,410,49.38094467,5.746197961,2012,8,3.742168915,37,0.753265838,0.612860658,0.462884735,0.225001404,0.20413092,1.133333333
FR03,100000030,100000030_2013,100000030_07.08.2013,france,PIENNES,Meuse,410,49.38094467,5.746197961,2013,8,4.405423464,40,0.757661618,0.617297186,0.581217741,0.321361522,0.293737441,1.2
FR03,100000031,100000031_2009,100000031_10.08.2009,france,OTHAIN,Meuse,410,49.31679664,5.680895832,2009,8,2.932188523,21,0.35787656,0.326454489,0.248172853,0.071374469,0.053781756,0.466666667
FR03,100000031,100000031_2010,100000031_26.07.2010,france,OTHAIN,Meuse,410,49.31679664,5.680895832,2010,7,3.08055981,20,0.363827053,0.284953815,0.255505929,0.076725781,0.064622021,0.666666667
FR03,100000031,100000031_2011,100000031_08.08.2011,france,OTHAIN,Meuse,410,49.31679664,5.680895832,2011,8,3.190465451,17,0.262290728,0.223935379,0.263778435,0.085407366,0.066855079,0.733333333
FR03,100000031,100000031_2012,100000031_06.08.2012,france,OTHAIN,Meuse,410,49.31679664,5.680895832,2012,8,2.635810118,24,0.560115679,0.42345996,0.250849238,0.088670623,0.061213766,0.533333333
FR03,100000031,100000031_2013,100000031_07.08.2013,france,OTHAIN,Meuse,410,49.31679664,5.680895832,2013,8,3.429870217,23,0.341678097,0.379165329,0.318668109,0.111537236,0.093481951,0.733333333
FR03,100000032,100000032_2009,100000032_10.08.2009,france,LOISON,Meuse,410,49.48061661,5.329874291,2009,8,4.558380034,42,0.644240533,0.603735306,0.628958712,0.345780424,0.298701434,1.0625
FR03,100000032,100000032_2010,100000032_16.07.2010,france,LOISON,Meuse,410,49.48061661,5.329874291,2010,7,4.208211325,38,0.573849454,0.533875543,0.530461319,0.246658046,0.219559019,1.125
FR03,100000032,100000032_2011,100000032_01.08.2011,france,LOISON,Meuse,410,49.48061661,5.329874291,2011,8,3.595541975,42,0.836082513,0.567164147,0.476916103,0.225578591,0.197362216,1.125
FR03,100000032,100000032_2012,100000032_07.08.2012,france,LOISON,Meuse,410,49.48061661,5.329874291,2012,8,3.244229715,37,0.75496146,0.365608258,0.403542176,0.184684474,0.167593117,0.9375
FR03,100000032,100000032_2013,100000032_08.08.2013,france,LOISON,Meuse,410,49.48061661,5.329874291,2013,8,3.998033632,37,0.635090054,0.586939016,0.502996696,0.246705173,0.224419282,1.0625
FR06,100000039,100000039_2003,100000039_08.08.2003,france,ALMONT,Seine,581,48.55882589,2.741157253,2003,8,3.526695864,29,0.549845747,0.197622973,0.375238152,0.171457543,0.141383111,0.75
FR06,100000039,100000039_2004,100000039_02.08.2004,france,ALMONT,Seine,581,48.55882589,2.741157253,2004,8,3.412653588,25,0.499116223,0.035374483,0.340085076,0.156179495,0.132642115,0.6875
FR06,100000039,100000039_2005,100000039_02.08.2005,france,ALMONT,Seine,581,48.55882589,2.741157253,2005,8,3.216094185,26,0.458148436,0.117563487,0.303728188,0.11894473,0.097540822,0.75
FR06,100000039,100000039_2006,100000039_17.08.2006,france,ALMONT,Seine,581,48.55882589,2.741157253,2006,8,3.429636331,23,0.434861557,0.070500164,0.319726698,0.124273218,0.104679335,0.6875
FR06,100000039,100000039_2007,100000039_13.08.2007,france,ALMONT,Seine,581,48.55882589,2.741157253,2007,8,3.512584359,22,0.302714824,0.118763712,0.328585938,0.133341813,0.114350024,0.6875
FR06,100000043,100000043_2003,100000043_12.08.2003,france,ESSONNE,Seine,581,48.36039317,2.383070245,2003,8,3.376372185,35,0.636151933,0.409376658,0.379062419,0.155943145,0.148084393,0.875
FR06,100000043,100000043_2004,100000043_30.07.2004,france,ESSONNE,Seine,581,48.36039317,2.383070245,2004,7,3.529203937,31,0.443532825,0.223853375,0.409652613,0.179591447,0.147464361,0.8125
FR06,100000043,100000043_2005,100000043_23.08.2005,france,ESSONNE,Seine,581,48.36039317,2.383070245,2005,8,3.227652895,27,0.609520557,0.150838555,0.362259345,0.156643543,0.129970253,0.8125
FR06,100000043,100000043_2006,100000043_08.08.2006,france,ESSONNE,Seine,581,48.36039317,2.383070245,2006,8,4.158966748,29,0.619407709,0.184309847,0.478501382,0.240399863,0.195437341,0.8125
FR06,100000043,100000043_2007,100000043_05.07.2007,france,ESSONNE,Seine,581,48.36039317,2.383070245,2007,7,3.141831792,26,0.462446687,0.117388373,0.319648316,0.121082909,0.091713724,0.75
FR06,100000044,100000044_2003,100000044_05.08.2003,france,ESSONNE,Seine,581,48.53753886,2.373276174,2003,8,3.203033817,30,0.651433218,0.287996896,0.337847708,0.122978834,0.115153262,0.928571429
FR06,100000044,100000044_2004,100000044_30.07.2004,france,ESSONNE,Seine,581,48.53753886,2.373276174,2004,7,3.091466514,28,0.572414937,0.290778729,0.319416331,0.124195424,0.097750737,0.857142857
FR06,100000044,100000044_2005,100000044_23.08.2005,france,ESSONNE,Seine,581,48.53753886,2.373276174,2005,8,3.37935086,29,0.576078036,0.218700438,0.361229741,0.136527038,0.122028594,0.928571429
FR06,100000044,100000044_2006,100000044_09.08.2006,france,ESSONNE,Seine,581,48.53753886,2.373276174,2006,8,3.60877986,35,0.480503211,0.241146569,0.422725159,0.186057751,0.16566285,1
FR06,100000044,100000044_2007,100000044_20.08.2007,france,ESSONNE,Seine,581,48.53753886,2.373276174,2007,8,3.877621926,40,0.71638709,0.436343414,0.489571361,0.244736356,0.236718236,1.142857143
FR06,100000047,100000047_2003,100000047_21.08.2003,france,YVETTE,Seine,581,48.70497398,2.037520931,2003,8,3.944631688,29,0.381611764,0.140755813,0.43579586,0.203300462,0.137883349,0.75
FR06,100000047,100000047_2004,100000047_26.07.2004,france,YVETTE,Seine,581,48.70497398,2.037520931,2004,7,3.622978133,30,0.420684808,0.158258173,0.419931545,0.206079926,0.132807447,0.9375
FR06,100000047,100000047_2005,100000047_22.08.2005,france,YVETTE,Seine,581,48.70497398,2.037520931,2005,8,3.223772591,28,0.397783902,0.134384308,0.331653085,0.124510712,0.074992187,0.6875
FR06,100000047,100000047_2006,100000047_31.07.2006,france,YVETTE,Seine,581,48.70497398,2.037520931,2006,7,2.735438834,26,0.382054755,0.098365563,0.276582235,0.104708863,0.065674809,0.75
FR06,100000047,100000047_2007,100000047_12.07.2007,france,YVETTE,Seine,581,48.70497398,2.037520931,2007,7,3.124880746,28,0.451775313,0.109926944,0.31909787,0.129647015,0.080900719,0.8125
FR06,100000050,100000050_2003,100000050_31.07.2003,france,THEROUANNE,Seine,581,49.02031902,2.963392679,2003,7,2.285620437,24,0.535641344,0.142366442,0.184794136,0.06482998,0.057071754,0.6875
FR06,100000050,100000050_2004,100000050_29.07.2004,france,THEROUANNE,Seine,581,49.02031902,2.963392679,2004,7,2.980563835,28,0.693185167,0.292509429,0.293954964,0.110660138,0.08844259,0.8125
FR06,100000050,100000050_2005,100000050_10.08.2005,france,THEROUANNE,Seine,581,49.02031902,2.963392679,2005,8,2.607668457,24,0.54297285,0.299556987,0.226251743,0.070252066,0.064971007,0.6875
FR06,100000050,100000050_2006,100000050_03.08.2006,france,THEROUANNE,Seine,581,49.02031902,2.963392679,2006,8,2.153258502,21,0.599521217,0.17403824,0.163107086,0.056631041,0.051551439,0.6875
FR06,100000050,100000050_2007,100000050_03.07.2007,france,THEROUANNE,Seine,581,49.02031902,2.963392679,2007,7,2.332493347,23,0.389060042,0.140154189,0.168602514,0.047300723,0.041071121,0.6875
FR06,100000051,100000051_2003,100000051_31.07.2003,france,PETIT MORIN,Seine,581,48.91606615,3.159559093,2003,7,4.060781438,32,0.701072762,0.360085572,0.464423749,0.246254434,0.239720032,0.875
FR06,100000051,100000051_2004,100000051_29.07.2004,france,PETIT MORIN,Seine,581,48.91606615,3.159559093,2004,7,3.563921959,38,0.767667233,0.35540256,0.430625642,0.215654174,0.184083911,1
FR06,100000051,100000051_2005,100000051_04.08.2005,france,PETIT MORIN,Seine,581,48.91606615,3.159559093,2005,8,3.906921069,36,0.706605029,0.211486743,0.477257801,0.253510946,0.219759866,0.9375
FR06,100000051,100000051_2006,100000051_02.08.2006,france,PETIT MORIN,Seine,581,48.91606615,3.159559093,2006,8,3.632705198,32,0.65384957,0.429002901,0.413269519,0.197303695,0.180222455,0.875
FR06,100000051,100000051_2007,100000051_17.07.2007,france,PETIT MORIN,Seine,581,48.91606615,3.159559093,2007,7,3.881631767,39,0.69076579,0.446777197,0.49317984,0.26579502,0.186151318,1
FR06,100000056,100000056_2003,100000056_24.07.2003,france,THEVE,Seine,581,49.15515367,2.383927063,2003,7,3.324174798,30,0.439773561,0.1743554,0.363717372,0.15729084,0.10894183,0.9375
FR06,100000056,100000056_2004,100000056_20.07.2004,france,THEVE,Seine,581,49.15515367,2.383927063,2004,7,3.002206933,30,0.421809787,0.131264529,0.303933136,0.115887466,0.091627059,0.875
FR06,100000056,100000056_2005,100000056_10.08.2005,france,THEVE,Seine,581,49.15515367,2.383927063,2005,8,3.169646357,29,0.523602219,0.109860286,0.327811706,0.13876088,0.094313808,0.625
FR06,100000056,100000056_2006,100000056_19.07.2006,france,THEVE,Seine,581,49.15515367,2.383927063,2006,7,2.933673657,23,0.322036526,0.042593092,0.268973542,0.093017818,0.06797703,0.5625
FR06,100000056,100000056_2007,100000056_12.07.2007,france,THEVE,Seine,581,49.15515367,2.383927063,2007,7,2.737015126,22,0.289116134,0.102232768,0.218250437,0.070956739,0.053631909,0.5
FR06,100000059,100000059_2003,100000059_24.07.2003,france,SAUSSERON,Seine,581,49.12597218,2.171782498,2003,7,3.236279327,25,0.383853122,0.157802731,0.325102923,0.131635016,0.112331411,0.75
FR06,100000059,100000059_2004,100000059_20.07.2004,france,SAUSSERON,Seine,581,49.12597218,2.171782498,2004,7,1.979239144,21,0.362665909,0.188641509,0.140091802,0.047253533,0.040060772,0.625
FR06,100000059,100000059_2005,100000059_01.08.2005,france,SAUSSERON,Seine,581,49.12597218,2.171782498,2005,8,2.570567977,21,0.382496871,0.128950693,0.224837202,0.075724013,0.064108458,0.625
FR06,100000059,100000059_2006,100000059_19.07.2006,france,SAUSSERON,Seine,581,49.12597218,2.171782498,2006,7,2.901125254,30,0.517190264,0.18744604,0.326889357,0.136158673,0.103260987,0.75
FR06,100000059,100000059_2007,100000059_12.07.2007,france,SAUSSERON,Seine,581,49.12597218,2.171782498,2007,7,2.44234741,30,0.39749943,0.267437139,0.237162072,0.0830871,0.077640243,0.875
FR06,100000060,100000060_2003,100000060_28.07.2003,france,VAUCOULEURS,Seine,581,48.92749142,1.692093978,2003,7,3.440969209,26,0.628269087,0.27030682,0.360876616,0.160199202,0.110462394,0.8125
FR06,100000060,100000060_2004,100000060_26.07.2004,france,VAUCOULEURS,Seine,581,48.92749142,1.692093978,2004,7,3.000368952,23,0.407960326,0.263267014,0.279442543,0.094267864,0.082844941,0.6875
FR06,100000060,100000060_2005,100000060_11.08.2005,france,VAUCOULEURS,Seine,581,48.92749142,1.692093978,2005,8,3.258767038,32,0.521317587,0.284314957,0.378610838,0.157802005,0.10763229,0.8125
FR06,100000060,100000060_2006,100000060_10.08.2006,france,VAUCOULEURS,Seine,581,48.92749142,1.692093978,2006,8,3.791846238,32,0.533738145,0.354308371,0.440201717,0.192506888,0.151712449,0.9375
FR06,100000060,100000060_2007,100000060_09.07.2007,france,VAUCOULEURS,Seine,581,48.92749142,1.692093978,2007,7,3.447956715,36,0.701088279,0.430656493,0.424106162,0.192585885,0.164840378,1.0625
FR02,100000090,100000090_2008,100000090_31.07.2008,france,LOIRE,Loire,368,45.99572164,4.046484245,2008,7,3.326095069,24,0.517825764,0.109464972,0.312782829,0.115620776,0.093060323,NA
FR02,100000090,100000090_2009,100000090_20.08.2009,france,LOIRE,Loire,368,45.99572164,4.046484245,2009,8,2.623147495,29,0.497778976,0.168294698,0.267546313,0.107444477,0.080986516,NA
FR02,100000090,100000090_2010,100000090_31.08.2010,france,LOIRE,Loire,368,45.99572164,4.046484245,2010,8,2.930628425,31,0.645781379,0.22588842,0.281466856,0.107729516,0.092649136,NA
FR02,100000090,100000090_2011,100000090_30.08.2011,france,LOIRE,Loire,368,45.99572164,4.046484245,2011,8,3.03852204,29,0.602313825,0.166501491,0.314760484,0.125423415,0.109864488,NA
FR02,100000090,100000090_2012,100000090_13.08.2012,france,LOIRE,Loire,368,45.99572164,4.046484245,2012,8,2.724361083,24,0.450693689,0.12414606,0.266640183,0.095826603,0.075754727,NA
FR02,100000096,100000096_2008,100000096_02.07.2008,france,ALLIER,Loire,368,45.11562708,3.490668752,2008,7,3.74941414,30,0.460128315,0.292265444,0.436579285,0.186339542,0.180862553,NA
FR02,100000096,100000096_2009,100000096_06.07.2009,france,ALLIER,Loire,368,45.11562708,3.490668752,2009,7,4.779827799,37,0.503911449,0.319010917,0.629389292,0.319097462,0.245432014,NA
FR02,100000096,100000096_2010,100000096_10.08.2010,france,ALLIER,Loire,368,45.11562708,3.490668752,2010,8,4.090193723,40,0.504188239,0.390837654,0.569811628,0.261815881,0.200489124,NA
FR02,100000096,100000096_2011,100000096_26.07.2011,france,ALLIER,Loire,368,45.11562708,3.490668752,2011,7,4.60951571,38,0.388178975,0.345307306,0.610563031,0.319317897,0.218968275,NA
FR02,100000096,100000096_2012,100000096_09.08.2012,france,ALLIER,Loire,368,45.11562708,3.490668752,2012,8,5.273747383,49,0.608456504,0.448907569,0.824454272,0.572810614,0.47951695,NA
FR02,100000100,100000100_2008,100000100_27.07.2008,france,ALLIER,Loire,368,45.56643192,3.252484376,2008,7,4.28731576,25,0.337708953,0.346366774,0.462808141,0.195087514,0.201033871,NA
FR02,100000100,100000100_2009,100000100_30.07.2009,france,ALLIER,Loire,368,45.56643192,3.252484376,2009,7,4.16219428,33,0.505590131,0.341172374,0.520428946,0.237322731,0.209681584,NA
FR02,100000100,100000100_2010,100000100_13.08.2010,france,ALLIER,Loire,368,45.56643192,3.252484376,2010,8,4.425171465,30,0.560945632,0.418068304,0.505198795,0.239555366,0.218812875,NA
FR02,100000100,100000100_2011,100000100_11.08.2011,france,ALLIER,Loire,368,45.56643192,3.252484376,2011,8,2.93366648,35,0.409881144,0.340899874,0.365418362,0.155262483,0.157837555,NA
FR02,100000100,100000100_2012,100000100_09.08.2012,france,ALLIER,Loire,368,45.56643192,3.252484376,2012,8,4.314024014,36,0.520178422,0.458176865,0.531818372,0.265715817,0.253596344,NA
FR02,100000108,100000108_2008,100000108_28.08.2008,france,BOUBLE,Loire,368,46.26317506,3.226302671,2008,8,3.139085399,42,0.57402928,0.369476083,0.409098512,0.178196592,0.175893314,1.055555556
FR02,100000108,100000108_2009,100000108_07.08.2009,france,BOUBLE,Loire,368,46.26317506,3.226302671,2009,8,3.959051618,36,0.462073491,0.332433719,0.517089131,0.264052137,0.237005309,0.888888889
FR02,100000108,100000108_2010,100000108_30.08.2010,france,BOUBLE,Loire,368,46.26317506,3.226302671,2010,8,4.524112265,38,0.495982115,0.356558846,0.601273793,0.334963401,0.332216704,0.944444444
FR02,100000108,100000108_2011,100000108_09.08.2011,france,BOUBLE,Loire,368,46.26317506,3.226302671,2011,8,3.98943618,40,0.44765321,0.338402305,0.529938955,0.285904154,0.261923918,1.055555556
FR02,100000108,100000108_2012,100000108_22.06.2012,france,BOUBLE,Loire,368,46.26317506,3.226302671,2012,6,4.617529852,41,0.594542104,0.339213685,0.632112969,0.378929416,0.349653426,1.055555556
FR02,100000128,100000128_2008,100000128_22.07.2008,france,SARTHE,Loire,368,48.38685809,-0.022149211,2008,7,3.373116746,30,0.531106334,0.245968139,0.364585925,0.151074505,0.137162762,0.9375
FR02,100000128,100000128_2009,100000128_06.07.2009,france,SARTHE,Loire,368,48.38685809,-0.022149211,2009,7,3.432715405,38,0.531645461,0.374058038,0.418894573,0.179776495,0.145426431,1.0625
FR02,100000128,100000128_2010,100000128_26.08.2010,france,SARTHE,Loire,368,48.38685809,-0.022149211,2010,8,3.582894378,38,0.574793365,0.253612648,0.436845195,0.211791857,0.162390891,1.0625
FR02,100000128,100000128_2011,100000128_09.08.2011,france,SARTHE,Loire,368,48.38685809,-0.022149211,2011,8,3.217032813,36,0.569303241,0.373088434,0.333221906,0.119590839,0.110722939,1.125
