basin,year,biotrait,subtractive,additive
BE01,2004,tachrepcyc_gr1,0.000942041,-0.000755522
BE01,2004,feeding_gra,-8.54E-06,0.000254636
BE01,2004,feeding_min,1.53E-05,0.000119455
BE01,2004,feeding_xyl,3.66E-07,4.78E-05
BE01,2004,feeding_shr,3.54E-05,0.00036222
BE01,2004,feeding_gat,0.000604551,0.001139243
BE01,2004,feeding_aff,0.000202088,-0.000346542
BE01,2004,feeding_pff,0.00039998,-0.00013372
BE01,2004,feeding_pre,0.000753443,0.00203269
BE01,2004,feeding_par,0.000123266,-0.000130373
BE01,2004,feeding_oth,0.000172042,-0.000315076
BE01,2004,tachresist_egg,-0.00092812,0.000810575
BE01,2004,tachresist_coc,-0.001592757,0.001091408
BE01,2004,tachresist_hou,4.45E-05,-9.35E-06
BE01,2004,tachresist_did,0.000484396,0.000265459
BE01,2004,tachresist_non,0.000183939,-0.001194099
BE01,2004,tachaqua_egg,0.000809343,-2.43E-05
BE01,2004,tachaqua_larva,-0.000254448,-0.001201741
BE01,2004,tachaqua_nymph,2.79E-05,0.000867
BE01,2004,tachaqua_adult,0.000989559,-0.000209346
BE02,1996,tachsize_less0.25,-9.89E-05,5.98E-05
BE02,1996,tachsize_0.25to0.5,0.000115547,-0.000125707
BE02,1996,tachsize_0.5to1,0.000169499,-0.000488721
BE02,1996,tachsize_1to2,-6.87E-05,0.000724053
BE02,1996,tachsize_2to4,0.000262234,-0.000511094
BE02,1996,tachsize_4to8,-7.68E-05,7.16E-05
BE02,1996,tachsize_gr8,-6.11E-05,3.69E-05
BE02,1996,tachdisp_aquapass,0.000392401,-0.000609963
BE02,1996,tachdisp_aquaact,2.06E-05,-0.000402579
BE02,1996,tachdisp_aerpass,-0.000256007,-0.000184819
BE02,1996,tachdisp_aeract,0.000192113,0.000234593
BE02,1996,tachrepcyc_less1,0.00023949,0.000771568
BE02,1996,tachrepcyc_one,0.000454272,4.21E-05
BE02,1996,tachrepcyc_gr1,0.000625268,6.06E-05
BE02,1996,feeding_gra,-0.00046773,8.17E-05
BE02,1996,feeding_min,-1.19E-05,2.43E-05
BE02,1996,feeding_xyl,-3.89E-05,-9.06E-07
BE02,1996,feeding_shr,-0.000192084,-8.93E-05
BE02,1996,feeding_gat,-0.000573022,0.000801422
BE02,1996,feeding_aff,-0.000124713,-0.000198925
BE02,1996,feeding_pff,-0.000213212,-7.58E-05
BE02,1996,feeding_pre,0.0002849,0.000769551
BE02,1996,feeding_par,-0.000534127,0.000121899
BE02,1996,feeding_oth,-8.41E-05,2.25E-05
BE02,1996,tachresist_egg,-9.10E-05,-0.000213965
BE02,1996,tachresist_coc,-0.001335137,-0.000188017
BE02,1996,tachresist_hou,-0.000214201,1.13E-05
BE02,1996,tachresist_did,0.000473405,-3.03E-05
BE02,1996,tachresist_non,-0.001070762,0.000165581
BE02,1996,tachaqua_egg,-2.18E-05,-0.000154442
BE02,1996,tachaqua_larva,1.96E-05,-0.000328911
BE02,1996,tachaqua_nymph,-0.001789228,0.00053063
BE02,1996,tachaqua_adult,0.000163644,1.11E-05
BE02,1997,tachsize_less0.25,-2.97E-05,5.10E-05
BE02,1997,tachsize_0.25to0.5,1.21E-05,-0.000193054
BE02,1997,tachsize_0.5to1,0.000563816,-0.000464412
BE02,1997,tachsize_1to2,-0.000598584,-3.30E-05
BE02,1997,tachsize_2to4,0.001072853,0.000600458
BE02,1997,tachsize_4to8,-0.000170935,0.000100405
BE02,1997,tachsize_gr8,-5.31E-06,-9.79E-06
BE02,1997,tachdisp_aquapass,-3.30E-05,-4.27E-05
BE02,1997,tachdisp_aquaact,0.000423155,0.000206002
BE02,1997,tachdisp_aerpass,0.000103177,4.06E-05
BE02,1997,tachdisp_aeract,-0.000434016,-0.000101204
BE02,1997,tachrepcyc_less1,-0.000407827,2.64E-05
BE02,1997,tachrepcyc_one,5.62E-05,0.001181713
BE02,1997,tachrepcyc_gr1,0.000307806,-0.001098852
BE02,1997,feeding_gra,-0.000424758,0.000423521
BE02,1997,feeding_min,-9.05E-07,-2.23E-05
BE02,1997,feeding_xyl,1.08E-06,4.25E-05
BE02,1997,feeding_shr,0.000152896,0.000691917
BE02,1997,feeding_gat,-0.000511036,0.000459201
BE02,1997,feeding_aff,0.000125719,0.000974546
BE02,1997,feeding_pff,0.000181128,0.000236508
BE02,1997,feeding_pre,-0.000394087,0.001160602
BE02,1997,feeding_par,0.000116858,0.000552913
BE02,1997,feeding_oth,0.00013927,7.00E-05
BE02,1997,tachresist_egg,0.000207549,7.60E-05
BE02,1997,tachresist_coc,0.001125486,0
BE02,1997,tachresist_hou,2.84E-05,0.00038881
BE02,1997,tachresist_did,-0.000755549,-8.67E-05
BE02,1997,tachresist_non,0.000383203,0.000718384
BE02,1997,tachaqua_egg,0.000134335,-0.000107336
BE02,1997,tachaqua_larva,0.000204391,-9.85E-06
BE02,1997,tachaqua_nymph,-0.000225427,-0.000145855
BE02,1997,tachaqua_adult,0.000108027,-0.000169072
BE02,1998,tachsize_less0.25,4.06E-05,-2.16E-05
BE02,1998,tachsize_0.25to0.5,-0.000223472,4.45E-05
BE02,1998,tachsize_0.5to1,-3.59E-05,0.000634563
BE02,1998,tachsize_1to2,0.00013138,-0.000159804
BE02,1998,tachsize_2to4,-0.000262479,-0.000699471
BE02,1998,tachsize_4to8,-0.000138136,0.000507901
BE02,1998,tachsize_gr8,1.98E-05,0.00019076
BE02,1998,tachdisp_aquapass,0.000248867,0.000863453
BE02,1998,tachdisp_aquaact,3.63E-05,7.07E-05
BE02,1998,tachdisp_aerpass,-0.000116643,-0.000163293
BE02,1998,tachdisp_aeract,9.74E-05,-0.000408233
BE02,1998,tachrepcyc_less1,3.24E-05,0.000169485
BE02,1998,tachrepcyc_one,-0.00138146,-0.001538138
BE02,1998,tachrepcyc_gr1,0.000526474,-0.00023707
BE02,1998,feeding_gra,-0.000497448,0.000123155
BE02,1998,feeding_min,1.23E-05,-1.33E-05
BE02,1998,feeding_xyl,-2.06E-05,-1.15E-06
BE02,1998,feeding_shr,-0.000548974,-6.63E-05
BE02,1998,feeding_gat,-0.000299552,-0.000125054
BE02,1998,feeding_aff,0.000215992,-0.000500494
BE02,1998,feeding_pff,-0.000491151,0.000529149
BE02,1998,feeding_pre,7.73E-06,-0.000697623
BE02,1998,feeding_par,-0.000561043,-0.000211057
BE02,1998,feeding_oth,-0.000225711,-0.000108396
BE02,1998,tachresist_egg,-0.000295183,0.000242507
BE02,1998,tachresist_coc,0.000876329,-0.000424005
BE02,1998,tachresist_hou,-0.000334842,-5.39E-06
BE02,1998,tachresist_did,-0.000200834,-0.000917513
BE02,1998,tachresist_non,-0.000585901,-0.000997259
BE02,1998,tachaqua_egg,3.95E-05,5.94E-06
BE02,1998,tachaqua_larva,-0.000130495,-0.000171952
BE02,1998,tachaqua_nymph,-6.93E-05,-0.00035536
BE02,1998,tachaqua_adult,-0.000152101,-0.000464201
BE02,1999,tachsize_less0.25,2.97E-05,0.000120628
BE02,1999,tachsize_0.25to0.5,0.000156991,0.000585418
BE02,1999,tachsize_0.5to1,-8.74E-05,-5.80E-05
BE02,1999,tachsize_1to2,0.00033338,9.12E-05
BE02,1999,tachsize_2to4,0.00075089,-6.32E-06
BE02,1999,tachsize_4to8,-0.000137707,-7.49E-05
BE02,1999,tachsize_gr8,-0.00016311,-1.83E-06
BE02,1999,tachdisp_aquapass,0.000816734,-0.000380676
BE02,1999,tachdisp_aquaact,-0.000300094,0.000292992
BE02,1999,tachdisp_aerpass,9.61E-05,0.000146448
BE02,1999,tachdisp_aeract,9.34E-05,0.001086507
BE02,1999,tachrepcyc_less1,-0.000227253,0.000968441
BE02,1999,tachrepcyc_one,0.00058094,-0.000453982
BE02,1999,tachrepcyc_gr1,7.24E-05,-0.000181056
BE02,1999,feeding_gra,1.47E-05,0.000812662
BE02,1999,feeding_min,4.96E-06,1.03E-05
BE02,1999,feeding_xyl,-1.74E-05,1.98E-06
BE02,1999,feeding_shr,-0.000151717,-0.000141123
BE02,1999,feeding_gat,0.000141935,-9.91E-05
BE02,1999,feeding_aff,0.000672779,-0.00035118
BE02,1999,feeding_pff,-0.000277846,0.000621681
BE02,1999,feeding_pre,-0.000340392,-0.000270715
BE02,1999,feeding_par,0.000129591,7.80E-05
BE02,1999,feeding_oth,0.000142458,-4.06E-05
BE02,1999,tachresist_egg,-0.000156658,0.00079761
BE02,1999,tachresist_coc,0.001008663,-0.000472979
BE02,1999,tachresist_hou,5.18E-06,0.000113302
BE02,1999,tachresist_did,0.000621845,0.001193915
BE02,1999,tachresist_non,-0.000381774,0.002362657
BE02,1999,tachaqua_egg,-3.95E-05,-4.96E-05
BE02,1999,tachaqua_larva,0.00033969,0.000408162
BE02,1999,tachaqua_nymph,0.000169033,0.000697053
BE02,1999,tachaqua_adult,0.000383485,0.000874598
BE03,2002,tachsize_less0.25,-5.61E-05,0
BE03,2002,tachsize_0.25to0.5,-0.000749918,0.000247378
BE03,2002,tachsize_0.5to1,-0.001225604,-0.000403995
BE03,2002,tachsize_1to2,0.00044279,-0.00012271
BE03,2002,tachsize_2to4,0.000861779,-0.000213072
BE03,2002,tachsize_4to8,8.22E-05,-0.000226632
BE03,2002,tachsize_gr8,-1.67E-05,-9.57E-07
BE03,2002,tachdisp_aquapass,-0.000568444,-0.000471608
BE03,2002,tachdisp_aquaact,0.000400272,-0.000164248
BE03,2002,tachdisp_aerpass,0,-0.000357005
BE03,2002,tachdisp_aeract,-0.000925406,-0.000314564
BE03,2002,tachrepcyc_less1,7.63E-05,6.02E-05
BE03,2002,tachrepcyc_one,0.000326377,-0.00111645
BE03,2002,tachrepcyc_gr1,0.000942989,0.000361786
BE03,2002,feeding_gra,-6.32E-05,0.00024957
BE03,2002,feeding_min,-1.81E-05,-2.82E-05
BE03,2002,feeding_xyl,1.46E-06,4.78E-05
BE03,2002,feeding_shr,7.59E-05,1.45E-05
BE03,2002,feeding_gat,-0.000383547,-0.000307516
BE03,2002,feeding_aff,3.42E-06,-8.74E-05
BE03,2002,feeding_pff,-0.000273884,-0.000479489
BE03,2002,feeding_pre,-0.000351198,0.000249408
BE03,2002,feeding_par,1.07E-05,0.000829903
BE03,2002,feeding_oth,-0.000219185,-0.000160288
BE03,2002,tachresist_egg,0.000298731,0.000245214
BE03,2002,tachresist_coc,4.29E-05,0.000850559
BE03,2002,tachresist_hou,-0.000200809,6.44E-05
BE03,2002,tachresist_did,-0.00021108,-0.001123018
BE03,2002,tachresist_non,-0.001561039,0.000794767
BE03,2002,tachaqua_egg,3.64E-05,1.34E-05
BE03,2002,tachaqua_larva,-7.24E-05,-0.00019509
BE03,2002,tachaqua_nymph,-0.000863795,4.18E-06
BE03,2002,tachaqua_adult,0.000475778,-0.000383194
BE03,2003,tachsize_less0.25,1.34E-05,0.000522584
BE03,2003,tachsize_0.25to0.5,-0.000214084,4.90E-05
BE03,2003,tachsize_0.5to1,0.00073819,-0.000173689
BE03,2003,tachsize_1to2,-0.000224487,0.000102442
BE03,2003,tachsize_2to4,-0.000732323,0.004163413
BE03,2003,tachsize_4to8,-7.41E-05,4.44E-05
BE03,2003,tachsize_gr8,1.49E-05,8.50E-05
BE03,2003,tachdisp_aquapass,0.000606038,4.74E-05
BE03,2003,tachdisp_aquaact,0.000225878,-0.000256075
BE03,2003,tachdisp_aerpass,0.000171468,-1.93E-05
BE03,2003,tachdisp_aeract,0.000533058,0.000975438
BE03,2003,tachrepcyc_less1,-0.000118097,0.001276969
BE03,2003,tachrepcyc_one,0.000856294,-0.000790093
BE03,2003,tachrepcyc_gr1,0.000685129,0.000411011
BE03,2003,feeding_gra,-0.000419445,-0.000171617
BE03,2003,feeding_min,-2.03E-05,1.20E-05
BE03,2003,feeding_xyl,-3.68E-05,-5.18E-06
BE03,2003,feeding_shr,0.000125772,0.000603032
BE03,2003,feeding_gat,0.000923379,0.002209118
BE03,2003,feeding_aff,-0.000141516,-3.66E-05
BE03,2003,feeding_pff,-0.000773795,-0.000104111
BE03,2003,feeding_pre,-0.000300004,-0.000295161
BE03,2003,feeding_par,-0.000606555,-0.00010097
BE03,2003,feeding_oth,-4.91E-05,0.000559413
BE03,2003,tachresist_egg,-0.000291078,-6.74E-05
BE03,2003,tachresist_coc,-0.000894266,0.000219948
BE03,2003,tachresist_hou,-4.25E-05,2.07E-05
BE03,2003,tachresist_did,0.000979164,-0.000117724
BE03,2003,tachresist_non,-0.001151751,-0.002312203
BE03,2003,tachaqua_egg,-2.05E-05,-0.000130225
BE03,2003,tachaqua_larva,-0.000335213,5.08E-05
BE03,2003,tachaqua_nymph,6.63E-05,0.000534013
BE03,2003,tachaqua_adult,0.000325165,-0.000616795
BE03,2004,tachsize_less0.25,-0.000401386,0.000320686
BE03,2004,tachsize_0.25to0.5,-0.000215248,8.23E-05
BE03,2004,tachsize_0.5to1,0.000350032,-0.00045627
BE03,2004,tachsize_1to2,-7.01E-05,0.000806564
BE03,2004,tachsize_2to4,-0.004497617,0.00190506
BE03,2004,tachsize_4to8,7.96E-05,-8.50E-05
BE03,2004,tachsize_gr8,9.45E-06,1.44E-05
BE03,2004,tachdisp_aquapass,0.00041721,0.000372502
BE03,2004,tachdisp_aquaact,-7.69E-06,-0.000195166
BE03,2004,tachdisp_aerpass,0.000180309,8.56E-05
BE03,2004,tachdisp_aeract,-0.000525281,-0.000306353
BE03,2004,tachrepcyc_less1,-0.001548165,0.000678923
BE03,2004,tachrepcyc_one,0.00073494,-0.001085475
BE03,2004,tachrepcyc_gr1,0.000732827,-0.001228022
BE03,2004,feeding_gra,0.000701449,-0.000190541
BE03,2004,feeding_min,8.08E-07,4.55E-05
BE03,2004,feeding_xyl,-8.72E-05,-9.54E-07
BE03,2004,feeding_shr,-0.000873126,0.000318069
BE03,2004,feeding_gat,0.000514426,-0.00033244
BE03,2004,feeding_aff,-0.000485244,-0.000190612
BE03,2004,feeding_pff,0.000190503,0.000817343
BE03,2004,feeding_pre,0.000130581,-4.25E-05
BE03,2004,feeding_par,0.000134505,4.68E-05
BE03,2004,feeding_oth,0.000111849,0.000390366
BE03,2004,tachresist_egg,-9.63E-05,0.00070522
BE03,2004,tachresist_coc,-0.000524928,-0.000305138
BE03,2004,tachresist_hou,-0.000130249,4.57E-05
BE03,2004,tachresist_did,-0.000836856,0.000311059
BE03,2004,tachresist_non,0.001809616,0.000355957
BE03,2004,tachaqua_egg,8.85E-05,4.63E-05
BE03,2004,tachaqua_larva,3.17E-05,-0.000164433
BE03,2004,tachaqua_nymph,-0.000281551,-0.000322583
BE03,2004,tachaqua_adult,7.10E-05,-0.000388019
BE03,2005,tachsize_less0.25,-0.000187227,5.50E-05
BE03,2005,tachsize_0.25to0.5,0.000186227,0.000155021
BE03,2005,tachsize_0.5to1,7.08E-05,0.000473826
BE03,2005,tachsize_1to2,0.00040251,0.00102133
BE03,2005,tachsize_2to4,0.000666231,-0.000700201
BE03,2005,tachsize_4to8,-7.92E-05,8.72E-05
BE03,2005,tachsize_gr8,-3.11E-05,-2.27E-05
BE03,2005,tachdisp_aquapass,0.000139571,6.33E-05
BE03,2005,tachdisp_aquaact,5.60E-05,-7.27E-05
BE03,2005,tachdisp_aerpass,9.56E-05,-2.87E-05
BE03,2005,tachdisp_aeract,0.000503034,-2.74E-05
BE03,2005,tachrepcyc_less1,2.37E-06,-4.82E-05
BE03,2005,tachrepcyc_one,0.00082312,-0.000758303
BE03,2005,tachrepcyc_gr1,-0.000285435,-0.000914524
BE03,2005,feeding_gra,0.000347111,6.75E-05
BE03,2005,feeding_min,-2.04E-05,-1.17E-06
BE03,2005,feeding_xyl,2.90E-06,9.28E-05
BE03,2005,feeding_shr,-5.30E-05,0.000326739
BE03,2005,feeding_gat,-0.000849943,-0.0010416
BE03,2005,feeding_aff,0.000321912,0.001084666
BE03,2005,feeding_pff,-0.000630026,0.000799115
BE03,2005,feeding_pre,-0.000346565,0.000228841
BE03,2005,feeding_par,-0.000115048,-7.05E-05
BE03,2005,feeding_oth,-0.000988036,-0.000310606
BE03,2005,tachresist_egg,-0.000214648,-0.000449732
BE03,2005,tachresist_coc,0.000399717,0.0002339
BE03,2005,tachresist_hou,-5.29E-05,0.000135044
BE03,2005,tachresist_did,0.000777927,0.000693349
BE03,2005,tachresist_non,-4.25E-05,-0.000248004
BE03,2005,tachaqua_egg,-0.000149998,-1.48E-05
BE03,2005,tachaqua_larva,0.000317501,0.000137329
BE03,2005,tachaqua_nymph,-0.000247282,0.000520625
BE03,2005,tachaqua_adult,0.000187776,-0.000140636
BE04,2000,tachsize_less0.25,-0.000396164,0.000351003
BE04,2000,tachsize_0.25to0.5,0.000315056,0.000914207
BE04,2000,tachsize_0.5to1,0.003269306,0.004409771
BE04,2000,tachsize_1to2,0.002872826,-0.00050943
BE04,2000,tachsize_2to4,-0.001755155,-0.000484767
BE04,2000,tachsize_4to8,-0.00065741,0.0001599
BE04,2000,tachsize_gr8,-0.00029666,0.000183988
BE04,2000,tachdisp_aquapass,0.000460505,-0.001385156
BE04,2000,tachdisp_aquaact,-0.000791734,0.001249223
BE04,2000,tachdisp_aerpass,-0.001260469,0.000283839
BE04,2000,tachdisp_aeract,0.000745594,0.000724621
BE04,2000,tachrepcyc_less1,-3.48E-05,0.000102844
BE04,2000,tachrepcyc_one,0.000231812,-0.000128178
BE04,2000,tachrepcyc_gr1,7.78E-05,-0.00107184
BE04,2000,feeding_gra,0.000851666,0
