basin,year,biotrait,additive,subtractive
CR01,2018,tachresist_hou,3.46E-05,-2.82E-05
CR01,2018,tachresist_did,0.000951337,0.000142297
CR01,2018,tachresist_non,-0.000936327,0.000570832
CR01,2018,tachaqua_egg,-0.000967359,-0.000194981
CR01,2018,tachaqua_larva,-0.000468736,0.00040179
CR01,2018,tachaqua_nymph,-3.88E-05,-0.000322671
CR01,2018,tachaqua_adult,-0.00024829,0.000395052
CR01,2019,tachsize_less0.25,0.000183129,-0.000231399
CR01,2019,tachsize_0.25to0.5,-0.000128312,0.000122356
CR01,2019,tachsize_0.5to1,-0.001025668,-0.000622398
CR01,2019,tachsize_1to2,5.80E-05,0.000700276
CR01,2019,tachsize_2to4,-0.000257793,-0.001398894
CR01,2019,tachsize_4to8,0.000119171,-0.000197859
CR01,2019,tachsize_gr8,0.000145566,-0.00017238
CR01,2019,tachdisp_aquapass,0.000876015,-0.001207266
CR01,2019,tachdisp_aquaact,-0.000127677,-4.25E-05
CR01,2019,tachdisp_aerpass,-0.000437084,0.000796669
CR01,2019,tachdisp_aeract,0.00027763,-0.000143988
CR01,2019,tachrepcyc_less1,-8.62E-05,-0.000356941
CR01,2019,tachrepcyc_one,0.000468733,0.000401815
CR01,2019,tachrepcyc_gr1,8.15E-05,-0.000362756
CR01,2019,feeding_gra,-9.50E-05,2.97E-05
CR01,2019,feeding_min,-0.00010538,8.35E-05
CR01,2019,feeding_xyl,2.30E-05,-1.18E-05
CR01,2019,feeding_shr,5.98E-05,7.80E-05
CR01,2019,feeding_gat,0.000754856,-0.001091777
CR01,2019,feeding_aff,0.003643866,0.000407899
CR01,2019,feeding_pff,-2.58E-06,1.10E-05
CR01,2019,feeding_pre,-0.000245302,-0.000979431
CR01,2019,feeding_par,-0.000152906,9.65E-05
CR01,2019,feeding_oth,2.16E-06,-1.43E-06
CR01,2019,tachresist_egg,0.000513417,-0.00084723
CR01,2019,tachresist_coc,0.001645941,-0.00227223
CR01,2019,tachresist_hou,2.36E-05,-2.63E-05
CR01,2019,tachresist_did,9.38E-05,-0.000912708
CR01,2019,tachresist_non,-0.000972126,0.00152885
CR01,2019,tachaqua_egg,-0.000731567,0.000207411
CR01,2019,tachaqua_larva,-0.000559714,0.000709713
CR01,2019,tachaqua_nymph,-0.000245314,0.000759233
CR01,2019,tachaqua_adult,0.0001683,-0.000246739
CR01,2020,tachsize_less0.25,0.000195977,-0.000195273
CR01,2020,tachsize_0.25to0.5,3.42E-05,5.78E-05
CR01,2020,tachsize_0.5to1,-5.55E-05,0.00040245
CR01,2020,tachsize_1to2,-9.53E-05,0.000538979
CR01,2020,tachsize_2to4,-0.000133413,0.000133763
CR01,2020,tachsize_4to8,-1.94E-07,-0.000115726
CR01,2020,tachsize_gr8,9.82E-05,-0.000151736
CR01,2020,tachdisp_aquapass,0.000794073,-0.000693192
CR01,2020,tachdisp_aquaact,1.18E-05,1.21E-05
CR01,2020,tachdisp_aerpass,-0.000817974,0.000177917
CR01,2020,tachdisp_aeract,0.000314235,-0.000479606
CR01,2020,tachrepcyc_less1,-4.69E-05,-6.55E-05
CR01,2020,tachrepcyc_one,-0.000328157,0.000584787
CR01,2020,tachrepcyc_gr1,-3.66E-05,-0.001328491
CR01,2020,feeding_gra,-0.000157446,8.62E-05
CR01,2020,feeding_min,-0.000188076,5.73E-05
CR01,2020,feeding_xyl,0.000151475,-1.12E-05
CR01,2020,feeding_shr,0.000756671,-0.000535076
CR01,2020,feeding_gat,0.00095051,-0.0016048
CR01,2020,feeding_aff,-0.000161938,-0.004939775
CR01,2020,feeding_pff,-1.52E-05,-4.76E-05
CR01,2020,feeding_pre,-0.000239456,0.000121365
CR01,2020,feeding_par,-0.000227814,8.73E-05
CR01,2020,feeding_oth,3.91E-05,1.34E-05
CR01,2020,tachresist_egg,-4.71E-05,0.000217211
CR01,2020,tachresist_coc,0.001561118,-0.001872993
CR01,2020,tachresist_hou,2.44E-05,0
CR01,2020,tachresist_did,-0.000617758,0.00024428
CR01,2020,tachresist_non,-0.001540631,0.001185707
CR01,2020,tachaqua_egg,-0.000425015,0.000451342
CR01,2020,tachaqua_larva,-0.000631756,0.000493803
CR01,2020,tachaqua_nymph,-0.0011083,0.000494902
CR01,2020,tachaqua_adult,0.000149644,-0.000108384
CR01,2021,tachsize_less0.25,9.59E-05,-0.000216873
CR01,2021,tachsize_0.25to0.5,-8.00E-05,-7.00E-05
CR01,2021,tachsize_0.5to1,0.000333941,8.57E-05
CR01,2021,tachsize_1to2,-0.000531277,-0.000539664
CR01,2021,tachsize_2to4,0.00019266,-0.00024884
CR01,2021,tachsize_4to8,2.26E-05,-1.02E-05
CR01,2021,tachsize_gr8,0.000115906,-0.000125022
CR01,2021,tachdisp_aquapass,9.66E-05,-0.001042752
CR01,2021,tachdisp_aquaact,0.000654046,-0.000211289
CR01,2021,tachdisp_aerpass,-9.25E-05,0.000472378
CR01,2021,tachdisp_aeract,0.000583428,-0.000189099
CR01,2021,tachrepcyc_less1,0.000110347,-3.12E-05
CR01,2021,tachrepcyc_one,0.001860159,-0.000740997
CR01,2021,tachrepcyc_gr1,0.000256965,-0.000290118
CR01,2021,feeding_gra,0.000259333,0.000280499
CR01,2021,feeding_min,-4.72E-05,0.000145889
CR01,2021,feeding_xyl,0,-0.000147909
CR01,2021,feeding_shr,0.000233404,-0.000695492
CR01,2021,feeding_gat,0.000942162,-0.000688967
CR01,2021,feeding_aff,0.001140056,0.000152478
CR01,2021,feeding_pff,0.000191484,3.32E-06
CR01,2021,feeding_pre,-0.000119686,0.000185991
CR01,2021,feeding_par,8.32E-05,0.000155782
CR01,2021,feeding_oth,-3.47E-06,1.49E-05
CR01,2021,tachresist_egg,0.000256871,-0.000140945
CR01,2021,tachresist_coc,0.0014646,-0.001807195
CR01,2021,tachresist_hou,-5.06E-06,-1.98E-05
CR01,2021,tachresist_did,-0.00012589,0.000245515
CR01,2021,tachresist_non,-0.00056791,0.0002766
CR01,2021,tachaqua_egg,0.000273014,-3.81E-05
CR01,2021,tachaqua_larva,-0.000231117,0.000347619
CR01,2021,tachaqua_nymph,0.000129481,0.000232567
CR01,2021,tachaqua_adult,-9.18E-05,-0.000263816
CR02,2013,tachsize_less0.25,0.000316014,-0.000168307
CR02,2013,tachsize_0.25to0.5,-7.51E-05,0.000189616
CR02,2013,tachsize_0.5to1,-2.52E-05,0.002337945
CR02,2013,tachsize_1to2,0.000571587,0.000253616
CR02,2013,tachsize_2to4,0.00565942,6.63E-05
CR02,2013,tachsize_4to8,0.000332323,-0.000325611
CR02,2013,tachsize_gr8,0.000212545,-0.000205879
CR02,2013,tachdisp_aquapass,-0.00083173,2.09E-05
CR02,2013,tachdisp_aquaact,0.000698164,8.74E-05
CR02,2013,tachdisp_aerpass,-9.18E-07,0.001872332
CR02,2013,tachdisp_aeract,0,0.002571047
CR02,2013,tachrepcyc_less1,0.001560856,-6.10E-05
CR02,2013,tachrepcyc_one,0.00064524,0.00234616
CR02,2013,tachrepcyc_gr1,0.002041402,-0.001886302
CR02,2013,feeding_gra,5.37E-05,0.0003155
CR02,2013,feeding_min,5.42E-05,0.000518138
CR02,2013,feeding_xyl,0,0
CR02,2013,feeding_shr,0.002452607,5.80E-05
CR02,2013,feeding_gat,0.001142818,-0.001419805
CR02,2013,feeding_aff,-0.000187539,0.000359085
CR02,2013,feeding_pff,7.18E-05,1.71E-05
CR02,2013,feeding_pre,-4.32E-05,-0.00012337
CR02,2013,feeding_par,0,0.000444439
CR02,2013,feeding_oth,0.000340902,1.47E-05
CR02,2013,tachresist_egg,0.001379651,-0.000198692
CR02,2013,tachresist_coc,0.002913228,-0.003086926
CR02,2013,tachresist_hou,0,0
CR02,2013,tachresist_did,-5.05E-05,0.0007729
CR02,2013,tachresist_non,-0.000230992,0.001884976
CR02,2013,tachaqua_egg,0.000599071,2.63E-05
CR02,2013,tachaqua_larva,-1.47E-05,0.000545305
CR02,2013,tachaqua_nymph,7.93E-05,0.005825928
CR02,2013,tachaqua_adult,-0.001063435,5.73E-05
CR02,2014,tachsize_less0.25,0.000230051,0.000128147
CR02,2014,tachsize_0.25to0.5,3.57E-05,0.000320053
CR02,2014,tachsize_0.5to1,9.53E-05,0.00015243
CR02,2014,tachsize_1to2,0.002221653,0.00028936
CR02,2014,tachsize_2to4,-0.000196945,1.63E-05
CR02,2014,tachsize_4to8,0.000312386,-0.000122742
CR02,2014,tachsize_gr8,0.000223517,-7.90E-05
CR02,2014,tachdisp_aquapass,0.000959605,-0.000552701
CR02,2014,tachdisp_aquaact,-6.71E-05,-0.000408898
CR02,2014,tachdisp_aerpass,-0.000374026,0.00035755
CR02,2014,tachdisp_aeract,0.000742776,-0.000593832
CR02,2014,tachrepcyc_less1,1.07E-06,-0.00027673
CR02,2014,tachrepcyc_one,0.000626669,-0.00140789
CR02,2014,tachrepcyc_gr1,-0.000987755,0.001843091
CR02,2014,feeding_gra,-6.89E-05,0.000283009
CR02,2014,feeding_min,-0.0002194,-0.001336052
CR02,2014,feeding_xyl,3.24E-06,0
CR02,2014,feeding_shr,-1.02E-05,-0.000584571
CR02,2014,feeding_gat,-0.000489336,0.001646354
CR02,2014,feeding_aff,0.000150216,-0.001057616
CR02,2014,feeding_pff,0.000228102,4.67E-05
CR02,2014,feeding_pre,0.000466489,-0.000556657
CR02,2014,feeding_par,-2.11E-05,-0.000280024
CR02,2014,feeding_oth,5.86E-05,-0.000117369
CR02,2014,tachresist_egg,0.000601546,0.000768056
CR02,2014,tachresist_coc,0.003146002,-0.001386664
CR02,2014,tachresist_hou,3.54E-07,0
CR02,2014,tachresist_did,-0.000588957,-0.003871951
CR02,2014,tachresist_non,0.001145598,0.000513578
CR02,2014,tachaqua_egg,-0.000378463,0.001136976
CR02,2014,tachaqua_larva,-8.57E-05,9.47E-05
CR02,2014,tachaqua_nymph,0.000390643,0.000687315
CR02,2014,tachaqua_adult,0.001643747,-0.000179902
CR02,2015,tachsize_less0.25,-8.17E-06,2.42E-05
CR02,2015,tachsize_0.25to0.5,-0.000227685,-0.000506624
CR02,2015,tachsize_0.5to1,0.000423572,0.00064517
CR02,2015,tachsize_1to2,-0.000202448,-0.002037003
CR02,2015,tachsize_2to4,0.003234717,8.06E-05
CR02,2015,tachsize_4to8,9.92E-06,1.84E-05
CR02,2015,tachsize_gr8,4.79E-06,0
CR02,2015,tachdisp_aquapass,6.68E-05,0.000140307
CR02,2015,tachdisp_aquaact,-0.000109732,-4.73E-05
CR02,2015,tachdisp_aerpass,0,0.000949967
CR02,2015,tachdisp_aeract,0.000315837,0.000703215
CR02,2015,tachrepcyc_less1,0.000723527,3.24E-05
CR02,2015,tachrepcyc_one,0.001159629,0.000753929
CR02,2015,tachrepcyc_gr1,0.000495806,0.000609864
CR02,2015,feeding_gra,0,0.000467723
CR02,2015,feeding_min,0,0.000154859
CR02,2015,feeding_xyl,-1.59E-07,0
CR02,2015,feeding_shr,0.000907553,4.13E-05
CR02,2015,feeding_gat,0.001599031,0.000546188
CR02,2015,feeding_aff,-9.57E-06,0.000341103
CR02,2015,feeding_pff,-0.000145262,-0.000391965
CR02,2015,feeding_pre,0.00036619,-0.000190847
CR02,2015,feeding_par,0,0.00027532
CR02,2015,feeding_oth,0.000108295,9.73E-06
CR02,2015,tachresist_egg,0.000431058,-0.001022717
CR02,2015,tachresist_coc,-4.30E-05,0.000221868
CR02,2015,tachresist_hou,2.68E-07,-3.41E-07
CR02,2015,tachresist_did,0.00084006,0.000463785
CR02,2015,tachresist_non,-0.000111308,-0.000139347
CR02,2015,tachaqua_egg,-0.001567387,-0.00013702
CR02,2015,tachaqua_larva,0,6.25E-05
CR02,2015,tachaqua_nymph,0,0.00099653
CR02,2015,tachaqua_adult,-0.00060522,0
CR02,2016,tachsize_less0.25,-0.000169657,-0.00013436
CR02,2016,tachsize_0.25to0.5,0.00021267,4.14E-05
CR02,2016,tachsize_0.5to1,-0.000861345,0.000685373
CR02,2016,tachsize_1to2,0.000727418,0.000152003
CR02,2016,tachsize_2to4,-0.000138189,-0.003045284
CR02,2016,tachsize_4to8,-2.62E-05,-0.000227387
CR02,2016,tachsize_gr8,-2.40E-05,-0.00014812
CR02,2016,tachdisp_aquapass,-0.000109002,-0.000912763
CR02,2016,tachdisp_aquaact,0.000113521,-0.000149186
CR02,2016,tachdisp_aerpass,-0.000616757,-1.70E-05
CR02,2016,tachdisp_aeract,0.000807532,0.001194838
CR02,2016,tachrepcyc_less1,-2.48E-06,-0.000701837
CR02,2016,tachrepcyc_one,0.000847653,0.001376519
CR02,2016,tachrepcyc_gr1,-0.001249555,-5.93E-05
CR02,2016,feeding_gra,-0.000240849,-8.12E-05
CR02,2016,feeding_min,-0.000373181,0.000123336
CR02,2016,feeding_xyl,3.26E-06,-9.98E-07
CR02,2016,feeding_shr,0.000452912,-0.000761816
CR02,2016,feeding_gat,-0.001832834,-0.002943343
CR02,2016,feeding_aff,0.00049563,-0.000204879
CR02,2016,feeding_pff,5.19E-05,-0.000254936
CR02,2016,feeding_pre,9.05E-05,0.000133275
CR02,2016,feeding_par,-0.000122095,-5.11E-05
CR02,2016,feeding_oth,0.00028034,-0.000191926
CR02,2016,tachresist_egg,0.000413081,0.000437326
CR02,2016,tachresist_coc,-0.000269796,-0.002390177
CR02,2016,tachresist_hou,0,-2.65E-07
CR02,2016,tachresist_did,-0.000844678,0.000251266
CR02,2016,tachresist_non,0.000329179,0.000304895
CR02,2016,tachaqua_egg,-0.000342722,-0.000173069
CR02,2016,tachaqua_larva,-0.000190252,9.23E-06
CR02,2016,tachaqua_nymph,-0.001721643,5.69E-05
CR02,2016,tachaqua_adult,-0.000245003,-0.000697734
CR02,2017,tachsize_less0.25,1.78E-05,0.000189777
CR02,2017,tachsize_0.25to0.5,0.000297736,-9.64E-05
CR02,2017,tachsize_0.5to1,-0.001268076,-0.00025836
CR02,2017,tachsize_1to2,-9.40E-05,-0.000690422
CR02,2017,tachsize_2to4,-0.000108739,0.000280986
CR02,2017,tachsize_4to8,0.000179587,0.000159832
CR02,2017,tachsize_gr8,0.000114484,0.000112895
CR02,2017,tachdisp_aquapass,0.000884285,0.000659488
CR02,2017,tachdisp_aquaact,0,-0.000157927
CR02,2017,tachdisp_aerpass,-0.000604943,7.27E-05
CR02,2017,tachdisp_aeract,-0.002157897,-0.000911121
CR02,2017,tachrepcyc_less1,6.02E-05,-3.00E-05
CR02,2017,tachrepcyc_one,-0.001973261,-0.000686935
CR02,2017,tachrepcyc_gr1,-0.000209049,0.001077277
CR02,2017,feeding_gra,-5.19E-05,3.33E-05
CR02,2017,feeding_min,0.000697556,-0.000117032
CR02,2017,feeding_xyl,0,-5.39E-06
CR02,2017,feeding_shr,-4.09E-05,-0.000873372
CR02,2017,feeding_gat,0.001324856,0.002241229
CR02,2017,feeding_aff,-0.000363762,2.81E-05
CR02,2017,feeding_pff,0.000402264,-4.51E-05
CR02,2017,feeding_pre,-0.000322731,-0.000125526
CR02,2017,feeding_par,-0.000187271,-4.74E-05
CR02,2017,feeding_oth,-1.10E-06,-0.000264187
CR02,2017,tachresist_egg,-0.000318473,-0.000974191
CR02,2017,tachresist_coc,0.001878428,0.001643595
CR02,2017,tachresist_hou,0,0
CR02,2017,tachresist_did,-0.000567081,4.15E-05
CR02,2017,tachresist_non,-0.001306371,7.72E-05
CR02,2017,tachaqua_egg,-7.46E-05,0.001922624
CR02,2017,tachaqua_larva,-6.35E-05,2.19E-05
CR02,2017,tachaqua_nymph,-0.000877036,0.000150441
CR02,2017,tachaqua_adult,0.00057668,0.00107628
CR02,2018,tachsize_less0.25,0.000316014,-0.000168307
CR02,2018,tachsize_0.25to0.5,-7.51E-05,0.000189616
CR02,2018,tachsize_0.5to1,-2.52E-05,0.002337945
CR02,2018,tachsize_1to2,0.000571587,0.000253616
CR02,2018,tachsize_2to4,0.00565942,6.63E-05
CR02,2018,tachsize_4to8,0.000332323,-0.000325611
CR02,2018,tachsize_gr8,0.000212545,-0.000205879
CR02,2018,tachdisp_aquapass,-0.00083173,2.09E-05
CR02,2018,tachdisp_aquaact,0.000698164,8.74E-05
CR02,2018,tachdisp_aerpass,-9.18E-07,0.001872332
CR02,2018,tachdisp_aeract,0,0.002571047
CR02,2018,tachrepcyc_less1,0.001560856,-6.10E-05
CR02,2018,tachrepcyc_one,0.00064524,0.00234616
CR02,2018,tachrepcyc_gr1,0.002041402,-0.001886302
CR02,2018,feeding_gra,5.37E-05,0.0003155
CR02,2018,feeding_min,5.42E-05,0.000518138
CR02,2018,feeding_xyl,0,0
CR02,2018,feeding_shr,0.002452607,5.80E-05
CR02,2018,feeding_gat,0.001142818,-0.001419805
CR02,2018,feeding_aff,-0.000187539,0.000359085
CR02,2018,feeding_pff,7.18E-05,1.71E-05
CR02,2018,feeding_pre,-4.32E-05,-0.00012337
CR02,2018,feeding_par,0,0.000444439
CR02,2018,feeding_oth,0.000340902,1.47E-05
CR02,2018,tachresist_egg,0.001379651,-0.000198692
CR02,2018,tachresist_coc,0.002913228,-0.003086926
CR02,2018,tachresist_hou,0,0
CR02,2018,tachresist_did,-5.05E-05,0.0007729
CR02,2018,tachresist_non,-0.000230992,0.001884976
CR02,2018,tachaqua_egg,0.000599071,2.63E-05
CR02,2018,tachaqua_larva,-1.47E-05,0.000545305
CR02,2018,tachaqua_nymph,7.93E-05,0.005825928
CR02,2018,tachaqua_adult,-0.001063435,5.73E-05
DE01,2000,tachsize_less0.25,-2.37E-05,-0.00010532
DE01,2000,tachsize_0.25to0.5,0.00011476,0.000291237
DE01,2000,tachsize_0.5to1,0.001443824,0.00169722
DE01,2000,tachsize_1to2,0.000165234,-0.001150105
DE01,2000,tachsize_2to4,-0.000143129,-0.002323388
DE01,2000,tachsize_4to8,0,-0.000297035
DE01,2000,tachsize_gr8,0,-3.74E-05
DE01,2000,tachdisp_aquapass,0.001469046,0.000120433
DE01,2000,tachdisp_aquaact,0.000922558,-0.002381808
DE01,2000,tachdisp_aerpass,-0.000837099,-0.001462239
DE01,2000,tachdisp_aeract,-0.000423279,0.00097188
DE01,2000,tachrepcyc_less1,-1.68E-05,0.000220278
DE01,2000,tachrepcyc_one,-0.002529147,0.002779142
DE01,2000,tachrepcyc_gr1,-0.00054671,-0.0005937
DE01,2000,feeding_gra,0.001881674,-0.001958044
DE01,2000,feeding_min,0.00033575,0.000195835
DE01,2000,feeding_xyl,0,0
DE01,2000,feeding_shr,-1.82E-05,-0.00092276
DE01,2000,feeding_gat,0.000452294,-0.000922608
